service,category,code
DEADLINE,issue,AWS_DEADLINE_LICENSING_ISSUE
DEADLINE,issue,AWS_DEADLINE_OPERATIONAL_ISSUE
DEADLINE,accountNotification,AWS_DEADLINE_OPERATIONAL_NOTIFICATION
DEADLINE,issue,AWS_DEADLINE_SERVICE_MANAGED_WORKER_ISSUE
DEEPCOMPOSER,issue,AWS_DEEPCOMPOSER_OPERATIONAL_ISSUE
DEEPCOMPOSER,accountNotification,AWS_DEEPCOMPOSER_OPERATIONAL_NOTIFICATION
DEEPLENS,issue,AWS_DEEPLENS_OPERATIONAL_ISSUE
DEEPLENS,accountNotification,AWS_DEEPLENS_OPERATIONAL_NOTIFICATION
DEEPLENS,scheduledChange,AWS_DEEPLENS_PLANNED_LIFECYCLE_EVENT
DEEPRACER,issue,AWS_DEEPRACER_OPERATIONAL_ISSUE
DEEPRACER,accountNotification,AWS_DEEPRACER_OPERATIONAL_NOTIFICATION
DEEPRACER,scheduledChange,AWS_DEEPRACER_PLANNED_LIFECYCLE_EVENT
DEEPRACER,accountNotification,AWS_DEEPRACER_SECURITY_NOTIFICATION
DETECTIVE,accountNotification,AWS_DETECTIVE_DELEGATED_ADMINISTRATOR_PERMISSIONS
DETECTIVE,accountNotification,AWS_DETECTIVE_DISABLED_ALL_INGESTION
DETECTIVE,accountNotification,AWS_DETECTIVE_DISABLED_OPTIONAL_DATASOURCES_INGESTION
DETECTIVE,accountNotification,AWS_DETECTIVE_HIGH_VOLUME_ENTITY
DETECTIVE,issue,AWS_DETECTIVE_OPERATIONAL_ISSUE
DETECTIVE,accountNotification,AWS_DETECTIVE_OPERATIONAL_NOTIFICATION
DETECTIVE,accountNotification,AWS_DETECTIVE_ORG_MANAGER_PERMISSIONS
DETECTIVE,issue,AWS_DETECTIVE_SERVICE_ENABLEMENT_FAILURE
DEVICEFARM,issue,AWS_DEVICEFARM_API_ISSUE
DMS,issue,AWS_DMS_REPLICATION_TASK_FAILURES
DMS,issue,AWS_DMS_SC_API_ISSUE
DMS,issue,AWS_DMS_SC_API_LATENCY
DMS,accountNotification,AWS_DMS_SECURITY_NOTIFICATION
DMS,accountNotification,AWS_DMS_WELCOME_MESSAGE
DOCDB,issue,AWS_DOCDB_API_ISSUE
DOCDB,issue,AWS_DOCDB_API_LATENCY
DOCDB,scheduledChange,AWS_DOCDB_DB_PATCH_UPGRADE_MAINTENANCE_SCHEDULED
DOCDB,issue,AWS_DOCDB_ELASTIC_CLUSTER_API_ISSUE
DOCDB,issue,AWS_DOCDB_ELASTIC_CLUSTER_API_LATENCY
DOCDB,issue,AWS_DOCDB_ELASTIC_CLUSTER_DATABASE_QUERY_ISSUE
DOCDB,scheduledChange,AWS_DOCDB_HARDWARE_MAINTENANCE_SCHEDULED
DOCDB,issue,AWS_DOCDB_INSTANCE_CONNECTIVITY_ISSUE
DOCDB,scheduledChange,AWS_DOCDB_MAINTENANCE_SCHEDULED
DOCDB,issue,AWS_DOCDB_OPERATIONAL_ISSUE
DOCDB,accountNotification,AWS_DOCDB_OPERATIONAL_NOTIFICATION
DOCDB,scheduledChange,AWS_DOCDB_PLANNED_LIFECYCLE_EVENT
DOCDB,accountNotification,AWS_DOCDB_SECURITY_NOTIFICATION
DRS,issue,AWS_DRS_OPERATIONAL_ISSUE
DRS,accountNotification,AWS_DRS_OPERATIONAL_NOTIFICATION
DRS,scheduledChange,AWS_DRS_PLANNED_LIFECYCLE_EVENT
DS,issue,AWS_DS_API_ISSUE
DS,issue,AWS_DS_DEGRADED_AUTHENTICATION_PERFORMANCE
DS,accountNotification,AWS_DS_END_OF_FREE_TIER
DS,issue,AWS_DS_OPERATIONAL_ISSUE
EC2,issue,AWS_EC2_CLASSIC_NETWORK_HEALTH_INTERNET_ISSUE
EC2,issue,AWS_EC2_CLASSIC_NETWORK_HEALTH_INTER_AZ_ISSUE
EC2,issue,AWS_EC2_CLASSIC_NETWORK_HEALTH_INTRA_AZ_ISSUE
EC2,issue,AWS_EC2_CONSOLE_LOAD_FAILURE_ISSUE
EC2,accountNotification,AWS_EC2_CUSTOMER_ENGAGEMENT
EC2,scheduledChange,AWS_EC2_DEDICATED_HOST_ACCESS_REVOKED_RETIREMENT_SCHEDULED
EC2,scheduledChange,AWS_EC2_DEDICATED_HOST_MAINTENANCE_SCHEDULED
EC2,scheduledChange,AWS_EC2_DEDICATED_HOST_NETWORK_MAINTENANCE_SCHEDULED
EC2,scheduledChange,AWS_EC2_DEDICATED_HOST_POWER_MAINTENANCE_SCHEDULED
EC2,scheduledChange,AWS_EC2_DEDICATED_HOST_RETIREMENT_SCHEDULED
EC2,issue,AWS_EC2_DEDICATED_HOST_UNDER_RESERVATION_REPLACE
EC2,accountNotification,AWS_EC2_DH_INSTANCE_RECOVERY_FAILURE
EC2,accountNotification,AWS_EC2_DH_INSTANCE_RECOVERY_SUCCESS
EC2,issue,AWS_EC2_DNS_RESOLUTION_ISSUE
EC2,accountNotification,AWS_EC2_ELASTIC_GRAPHICS_MAINTENANCE
EC2,accountNotification,AWS_EC2_HOST_RECOVERY_COMPLETION
EC2,accountNotification,AWS_EC2_HOST_RECOVERY_FAILURE
EC2,accountNotification,AWS_EC2_HOST_RECOVERY_INITIATION
EC2,accountNotification,AWS_EC2_HOST_RECOVERY_PARTIAL_SUCCESS
EC2,accountNotification,AWS_EC2_HOST_RECOVERY_SUCCESS
EC2,accountNotification,AWS_EC2_HOST_RECOVERY_UNSUPPORTED
EC2,issue,AWS_EC2_INCREASED_LAUNCH_FAILURES
EC2,issue,AWS_EC2_INSTANCE_AUTO_RECOVERY_FAILURE
EC2,accountNotification,AWS_EC2_INSTANCE_AUTO_RECOVERY_NO_ACTION
EC2,accountNotification,AWS_EC2_INSTANCE_AUTO_RECOVERY_SUCCESS
EC2,issue,AWS_EC2_INSTANCE_AVAILABILITY_ISSUE
EC2_INSTANCE_CONNECT,issue,AWS_EC2_INSTANCE_CONNECT_ENDPOINT_OPENTUNNEL_API_ISSUE
EC2_INSTANCE_CONNECT,issue,AWS_EC2_INSTANCE_CONNECT_ENDPOINT_OPENTUNNEL_API_LATENCY
EC2_INSTANCE_CONNECT,issue,AWS_EC2_INSTANCE_CONNECT_OPERATIONAL_ISSUE
EC2_INSTANCE_CONNECT,accountNotification,AWS_EC2_INSTANCE_CONNECT_OPERATIONAL_NOTIFICATION
EC2_INSTANCE_CONNECT,issue,AWS_EC2_INSTANCE_CONNECT_SENDSSHPUBLICKEY_API_LATENCY
EC2,issue,AWS_EC2_INSTANCE_CONSTRAINED_BANDWIDTH_ISSUE
EC2,scheduledChange,AWS_EC2_INSTANCE_END_OF_LIFE_STOP_SCHEDULED
EC2,scheduledChange,AWS_EC2_INSTANCE_NETWORK_MAINTENANCE_SCHEDULED
EC2,accountNotification,AWS_EC2_INSTANCE_POWER_MAINTENANCE_FAILED
EC2,scheduledChange,AWS_EC2_INSTANCE_POWER_MAINTENANCE_SCHEDULED
EC2,scheduledChange,AWS_EC2_INSTANCE_REBOOT_FLEXIBLE_MAINTENANCE_SCHEDULED
EC2,scheduledChange,AWS_EC2_INSTANCE_REBOOT_MAINTENANCE_SCHEDULED
EC2,scheduledChange,AWS_EC2_INSTANCE_RETIREMENT_EXPEDITED
EC2,scheduledChange,AWS_EC2_INSTANCE_RETIREMENT_SCHEDULED
EC2,scheduledChange,AWS_EC2_INSTANCE_STOP_SCHEDULED
EC2,issue,AWS_EC2_INSTANCE_STORE_DRIVE_PERFORMANCE_DEGRADED
EC2,scheduledChange,AWS_EC2_INSTANCE_TERMINATION_SCHEDULED
EC2,issue,AWS_EC2_LOCAL_ZONE_INCREASED_LAUNCH_FAILURES
EC2,issue,AWS_EC2_LOCAL_ZONE_INTERNET_CONNECTIVITY_DEGRADATION
EC2,issue,AWS_EC2_LOCAL_ZONE_PARENT_REGION_CONNECTIVITY_DEGRADATION
EC2,issue,AWS_EC2_LOCAL_ZONE_PARENT_REGION_NETWORK_HARDWARE_DEGRADATION
EC2,issue,AWS_EC2_LOCAL_ZONE_SERVICELINK_DISCONNECTED
EC2,scheduledChange,AWS_EC2_MAINTENANCE_SCHEDULED
EC2,issue,AWS_EC2_NETWORK_CONNECTIVITY_ISSUE
EC2_SERIAL_CONSOLE,issue,AWS_EC2_SERIAL_CONSOLE_SENDSERIALCONSOLESSHPUBLICKEY_API_ISSUE
EC2_SERIAL_CONSOLE,issue,AWS_EC2_SERIAL_CONSOLE_SENDSERIALCONSOLESSHPUBLICKEY_API_LATENCY
EC2,accountNotification,AWS_EC2_SIMPLIFIED_AUTO_RECOVERY_FAILURE
EC2,accountNotification,AWS_EC2_SIMPLIFIED_AUTO_RECOVERY_SUCCESS
EC2,issue,AWS_EC2_SPOT_API_UNAVAILABILITY
EC2,scheduledChange,AWS_EC2_ULTRASERVER_CAPACITY_REDUCED
EC2,scheduledChange,AWS_EC2_ULTRASERVER_MAINTENANCE_INITIATED
EC2,accountNotification,AWS_EC2_ULTRASERVER_RECOVERY_COMPLETED
EC2,issue,AWS_EC2_VPC_API_ISSUE
EC2,issue,AWS_EC2_VPC_NETWORK_HEALTH_INTERNET_ISSUE
EC2,issue,AWS_EC2_VPC_NETWORK_HEALTH_INTER_AZ_ISSUE
EC2,issue,AWS_EC2_VPC_NETWORK_HEALTH_INTRA_AZ_ISSUE
ECR,issue,AWS_ECR_API_ISSUE
ECR,issue,AWS_ECR_OPERATIONAL_ISSUE
ECR,accountNotification,AWS_ECR_OPERATIONAL_NOTIFICATION
ECR,scheduledChange,AWS_ECR_PLANNED_LIFECYCLE_EVENT
ECR_PUBLIC,issue,AWS_ECR_PUBLIC_API_ISSUE
ECR_PUBLIC,issue,AWS_ECR_PUBLIC_OPERATIONAL_ISSUE
ECR_PUBLIC,accountNotification,AWS_ECR_PUBLIC_OPERATIONAL_NOTIFICATION
ECR_PUBLIC,accountNotification,AWS_ECR_PUBLIC_SECURITY_NOTIFICATION
ECR,accountNotification,AWS_ECR_SECURITY_NOTIFICATION
ECS,issue,AWS_ECS_API_ISSUE
ECS,accountNotification,AWS_ECS_CUSTOMER_ENGAGEMENT
ECS,issue,AWS_ECS_OPERATIONAL_ISSUE
ECS,accountNotification,AWS_ECS_OPERATIONAL_NOTIFICATION
ELASTICFILESYSTEM,issue,AWS_ELASTICFILESYSTEM_API_ISSUE
ELASTICFILESYSTEM,accountNotification,AWS_ELASTICFILESYSTEM_CUSTOMER_ENGAGEMENT
ELASTICFILESYSTEM,issue,AWS_ELASTICFILESYSTEM_OPERATIONAL_ISSUE
ELASTICFILESYSTEM,accountNotification,AWS_ELASTICFILESYSTEM_OPERATIONAL_NOTIFICATION
ELASTICFILESYSTEM,accountNotification,AWS_ELASTICFILESYSTEM_SECURITY_NOTIFICATION
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_API_ISSUE
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_CUSTOMER_ENGAGEMENT
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_ENI_LIMIT_REACHED
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_IMPAIRED_ASSOCIATION
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_INCREASED_INSTANCE_REGISTRATION_TIMES
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_INCREASED_PROVISIONING_LATENCIES
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_INSUFFICIENT_COIP
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_INSUFFICIENT_INSTANCE_CAPACITY
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_INVALID_CERTIFICATE
ELASTICLOADBALANCING,scheduledChange,AWS_ELASTICLOADBALANCING_MAINTENANCE_SCHEDULED
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_METRICS_DELAY
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_NETWORK_CONNECTIVITY_ISSUE
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_NETWORK_ISSUES
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_NODE_FAILURE
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_NO_IPV6_CIDR_BLOCKS_ASSOCIATED_WITH_SUBNET
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_OPERATIONAL_ISSUE
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_OPERATIONAL_NOTIFICATION
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_SECURITY_GROUPS_PER_INTERFACE_LIMIT_EXCEEDED
ELASTICLOADBALANCING,issue,AWS_ELASTICLOADBALANCING_SECURITY_GROUP_NOT_FOUND
ELASTICLOADBALANCING,accountNotification,AWS_ELASTICLOADBALANCING_SECURITY_NOTIFICATION
ES,issue,AWS_ES_OSIS_API_ISSUE
ES,issue,AWS_ES_SCALE_UP_REQUIRED
ES,accountNotification,AWS_ES_SECURITY_NOTIFICATION
ES,issue,AWS_ES_SERVERLESS_API_LATENCY
ES,issue,AWS_ES_SERVERLESS_CAPACITY_FAILURES
ES,issue,AWS_ES_SERVERLESS_CAPACITY_LATENCY
ES,issue,AWS_ES_SERVERLESS_COLLECTION_FAILURES
ES,issue,AWS_ES_SERVERLESS_COLLECTION_LATENCY
ES,issue,AWS_ES_SERVERLESS_QUERY_AND_INDEXING_ERRORS
ES,accountNotification,AWS_ES_SERVICE_SOFTWARE_UPDATE_AVAILABLE
ES,accountNotification,AWS_ES_SERVICE_SOFTWARE_UPDATE_REQUIRED
ES,accountNotification,AWS_ES_SERVICE_SOFTWARE_UPDATE_RESCHEDULED
ES,accountNotification,AWS_ES_SERVICE_SOFTWARE_UPDATE_SCHEDULED
EVENTS,issue,AWS_EVENTS_API_ISSUE
EVENTS,issue,AWS_EVENTS_INCREASED_API_ERROR_RATES
EVENTS,issue,AWS_EVENTS_INCREASED_API_LATENCIES
EVENTS,issue,AWS_EVENTS_INCREASED_EVENT_DELIVERY_LATENCIES
EVENTS,issue,AWS_EVENTS_OPERATIONAL_ISSUE
EVENTS,accountNotification,AWS_EVENTS_OPERATIONAL_NOTIFICATION
EVENTS_SCHEDULER,accountNotification,AWS_EVENTS_SCHEDULER_CUSTOMER_ENGAGEMENT
EVENTS_SCHEDULER,issue,AWS_EVENTS_SCHEDULER_OPERATIONAL_ISSUE
EVENTS_SCHEDULER,accountNotification,AWS_EVENTS_SCHEDULER_OPERATIONAL_NOTIFICATION
EVENTS,issue,AWS_EVENTS_SCHEMA_INCREASED_API_ERROR_RATES
EVENTS,issue,AWS_EVENTS_SCHEMA_INCREASED_API_LATENCIES
EVENTS,accountNotification,AWS_EVENTS_SECURITY_NOTIFICATION
EVIDENTLY,issue,AWS_EVIDENTLY_OPERATIONAL_ISSUE
EVIDENTLY,accountNotification,AWS_EVIDENTLY_OPERATIONAL_NOTIFICATION
EVIDENTLY,scheduledChange,AWS_EVIDENTLY_PLANNED_LIFECYCLE_EVENT
FARGATE,issue,AWS_FARGATE_INSUFFICIENT_CAPACITY_ISSUE
FARGATE,issue,AWS_FARGATE_OPERATIONAL_ISSUE
FARGATE,accountNotification,AWS_FARGATE_OPERATIONAL_NOTIFICATION
FARGATE,accountNotification,AWS_FARGATE_SECURITY_NOTIFICATION
FARGATE,issue,AWS_FARGATE_TASK_LAUNCH_FAILURE
FARGATE,issue,AWS_FARGATE_TASK_PLACEMENT_API_ISSUE
FINSPACE,issue,AWS_FINSPACE_OPERATIONAL_ISSUE
FINSPACE,scheduledChange,AWS_FINSPACE_PLANNED_LIFECYCLE_EVENT
FIREHOSE,issue,AWS_FIREHOSE_HTTP_ENDPOINT_RECORD_DELIVERY_LATENCY
FIREHOSE,issue,AWS_FIREHOSE_INCREASED_REDSHIFT_DELIVERY_DELAYS
FIREHOSE,issue,AWS_FIREHOSE_OPERATIONAL_ISSUE
FIREHOSE,accountNotification,AWS_FIREHOSE_OPERATIONAL_NOTIFICATION
FIREHOSE,accountNotification,AWS_FIREHOSE_SECURITY_NOTIFICATION
FIS,accountNotification,AWS_FIS_EXPERIMENT_EVENT
FIS,issue,AWS_FIS_OPERATIONAL_ISSUE
FMS,issue,AWS_FMS_OPERATIONAL_ISSUE
FMS,accountNotification,AWS_FMS_OPERATIONAL_NOTIFICATION
FMS,accountNotification,AWS_FMS_SECURITY_NOTIFICATION
FORECAST,issue,AWS_FORECAST_OPERATIONAL_ISSUE
FORECAST,accountNotification,AWS_FORECAST_OPERATIONAL_NOTIFICATION
FRAUDDETECTOR,issue,AWS_FRAUDDETECTOR_OPERATIONAL_ISSUE
FREERTOS,issue,AWS_FREERTOS_OPERATIONAL_ISSUE
GLOBALACCELERATOR,issue,AWS_GLOBALACCELERATOR_OPERATIONAL_ISSUE
GLOBALACCELERATOR,accountNotification,AWS_GLOBALACCELERATOR_OPERATIONAL_NOTIFICATION
GLUE,issue,AWS_GLUE_CODE_GENERATION_ISSUE
GLUE,accountNotification,AWS_GLUE_CUSTOMER_ENGAGEMENT
GLUE,issue,AWS_GLUE_DATA_QUALITY_ANOMALY_DETECTION_RUN_ISSUE
GLUE,issue,AWS_GLUE_DATA_QUALITY_RUN_ISSUE
GLUE,issue,AWS_GLUE_INTERACTIVE_SESSIONS_PROVISIONING_ISSUE
GLUE,issue,AWS_GLUE_JOB_RUN_ISSUE
GLUE,scheduledChange,AWS_GLUE_MAINTENANCE_SCHEDULED
GLUE,accountNotification,AWS_GLUE_MITIGATION
GLUE,issue,AWS_GLUE_OPERATIONAL_ISSUE
GLUE,accountNotification,AWS_GLUE_OPERATIONAL_NOTIFICATION
GLUE,scheduledChange,AWS_GLUE_PLANNED_LIFECYCLE_EVENT
GLUE,accountNotification,AWS_GLUE_SECURITY_NOTIFICATION
GRAFANA,scheduledChange,AWS_GRAFANA_MAINTENANCE_SCHEDULED
GRAFANA,issue,AWS_GRAFANA_OPERATIONAL_ISSUE
GREENGRASS,issue,AWS_GREENGRASS_API_ISSUE
GREENGRASS,issue,AWS_GREENGRASS_OPERATIONAL_ISSUE
GREENGRASS,accountNotification,AWS_GREENGRASS_OPERATIONAL_NOTIFICATION
GREENGRASS,accountNotification,AWS_GREENGRASS_SECURITY_NOTIFICATION
GROUNDSTATION,accountNotification,AWS_GROUNDSTATION_CONTACT_CANCELED
GROUNDSTATION,issue,AWS_GROUNDSTATION_DATAFLOW_ENDPOINT_GROUPS_UNHEALTHY
GROUNDSTATION,issue,AWS_GROUNDSTATION_OPERATIONAL_ISSUE
GROUNDSTATION,accountNotification,AWS_GROUNDSTATION_OPERATIONAL_NOTIFICATION
GROUNDSTATION,accountNotification,AWS_GROUNDSTATION_SECURITY_NOTIFICATION
GUARDDUTY,issue,AWS_GUARDDUTY_FINDING_TYPE_UPDATE
GUARDDUTY,accountNotification,AWS_GUARDDUTY_MALWARE_PROTECTION_ENABLEMENT_FAILURE
GUARDDUTY,accountNotification,AWS_GUARDDUTY_MEMBER_INVITATION
GUARDDUTY,accountNotification,AWS_GUARDDUTY_MEMBER_LIMIT_REACHED
GUARDDUTY,issue,AWS_GUARDDUTY_OPERATIONAL_ISSUE
GUARDDUTY,accountNotification,AWS_GUARDDUTY_OPERATIONAL_NOTIFICATION
GUARDDUTY,accountNotification,AWS_GUARDDUTY_PUBLISHING_STOPPED
GUARDDUTY,accountNotification,AWS_GUARDDUTY_SECURITY_NOTIFICATION
GUARDDUTY,accountNotification,AWS_GUARDDUTY_SERVICE_ENABLEMENT_FAILURE
HEALTHIMAGING,issue,AWS_HEALTHIMAGING_API_ISSUE
HEALTHIMAGING,issue,AWS_HEALTHIMAGING_CONSOLE_ISSUE
HEALTHIMAGING,issue,AWS_HEALTHIMAGING_OPERATIONAL_ISSUE
HEALTHIMAGING,accountNotification,AWS_HEALTHIMAGING_OPERATIONAL_NOTIFICATION
HEALTHLAKE,issue,AWS_HEALTHLAKE_OPERATIONAL_ISSUE
HEALTHLAKE,accountNotification,AWS_HEALTHLAKE_OPERATIONAL_NOTIFICATION
HEALTH,accountNotification,AWS_HEALTH_CUSTOMER_ENGAGEMENT
HEALTH,issue,AWS_HEALTH_INCIDENT_DETECTION_RESPONSE_CUSTOMER_INCIDENT
HEALTH,issue,AWS_HEALTH_INCIDENT_DETECTION_RESPONSE_OPERATIONAL_ISSUE
HEALTH,issue,AWS_HEALTH_OPERATIONAL_ISSUE
HEALTH,accountNotification,AWS_HEALTH_OPERATIONAL_NOTIFICATION
HEALTH,accountNotification,AWS_HEALTH_SECURITY_NOTIFICATION
HONEYCODE,issue,AWS_HONEYCODE_OPERATIONAL_ISSUE
HONEYCODE,accountNotification,AWS_HONEYCODE_OPERATIONAL_NOTIFICATION
IAMIDENTITYCENTER,issue,AWS_IAMIDENTITYCENTER_ACCESS_PORTAL_ISSUE
IAMIDENTITYCENTER,issue,AWS_IAMIDENTITYCENTER_API_ISSUE
IAMIDENTITYCENTER,issue,AWS_IAMIDENTITYCENTER_OPERATIONAL_ISSUE
IAMIDENTITYCENTER,accountNotification,AWS_IAMIDENTITYCENTER_OPERATIONAL_NOTIFICATION
IAMIDENTITYCENTER,accountNotification,AWS_IAMIDENTITYCENTER_SCIM_BEARER_TOKEN_EXPIRY_NOTIFICATION
IAMIDENTITYCENTER,accountNotification,AWS_IAMIDENTITYCENTER_SECURITY_NOTIFICATION
IAMIDENTITYCENTER,issue,AWS_IAMIDENTITYCENTER_SIGNIN_ISSUE
IAMROLESANYWHERE,accountNotification,AWS_IAMROLESANYWHERE_CA_CERT_EXPIRY_NOTIFICATION
IAMROLESANYWHERE,accountNotification,AWS_IAMROLESANYWHERE_EE_CERT_EXPIRY_NOTIFICATION
IAMROLESANYWHERE,issue,AWS_IAMROLESANYWHERE_OPERATIONAL_ISSUE
IAMROLESANYWHERE,accountNotification,AWS_IAMROLESANYWHERE_OPERATIONAL_NOTIFICATION
IAM,issue,AWS_IAM_API_ISSUE
IAM,accountNotification,AWS_IAM_CUSTOMER_ENGAGEMENT
IAM,issue,AWS_IAM_OPERATIONAL_ISSUE
IAM,accountNotification,AWS_IAM_OPERATIONAL_NOTIFICATION
IAM,issue,AWS_IAM_SAML-BASED_FEDERATED_SIGN-IN_ERRORS
IAM,accountNotification,AWS_IAM_SECURITY_NOTIFICATION
IMAGEBUILDER,accountNotification,AWS_IMAGEBUILDER_COMPONENT_DEPRECATION_EOL
IMAGEBUILDER,accountNotification,AWS_IMAGEBUILDER_CUSTOMER_ENGAGEMENT
IMAGEBUILDER,issue,AWS_IMAGEBUILDER_OPERATIONAL_ISSUE
IMAGEBUILDER,accountNotification,AWS_IMAGEBUILDER_OPERATIONAL_NOTIFICATION
IMPORTEXPORT,issue,AWS_IMPORTEXPORT_API_ISSUE
IMPORTEXPORT,issue,AWS_IMPORTEXPORT_OPERATIONAL_ISSUE
IMPORTEXPORT,accountNotification,AWS_IMPORTEXPORT_OPERATIONAL_NOTIFICATION
INCIDENT_DETECTION_RESPONSE,issue,AWS_INCIDENT_DETECTION_RESPONSE_OPERATIONAL_ISSUE
INCIDENT_DETECTION_RESPONSE,accountNotification,AWS_INCIDENT_DETECTION_RESPONSE_OPERATIONAL_NOTIFICATION
INFRASTRUCTUREPERFORMANCE,issue,AWS_INFRASTRUCTUREPERFORMANCE_OPERATIONAL_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_LORAWAN_CONTROL_PLANE_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_LORAWAN_DATA_PLANE_DOWNLINK_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_LORAWAN_DATA_PLANE_UPLINK_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_LORAWAN_MANAGEMENT_PLANE_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_OPERATIONAL_ISSUE
IOT_WIRELESS,accountNotification,AWS_IOT_WIRELESS_OPERATIONAL_NOTIFICATION
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_SIDEWALK_CONTROL_PLANE_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_SIDEWALK_DATA_PLANE_DOWNLINK_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_SIDEWALK_DATA_PLANE_UPLINK_ISSUE
IOT_WIRELESS,issue,AWS_IOT_WIRELESS_SIDEWALK_MANAGEMENT_PLANE_ISSUE
IPAM,issue,AWS_IPAM_API_ISSUE
IPAM,issue,AWS_IPAM_API_LATENCY
IPAM,issue,AWS_IPAM_OPERATIONAL_ISSUE
IPAM,accountNotification,AWS_IPAM_OPERATIONAL_NOTIFICATION
IQ,issue,AWS_IQ_OPERATIONAL_ISSUE
IQ,accountNotification,AWS_IQ_OPERATIONAL_NOTIFICATION
IQ,accountNotification,AWS_IQ_UNREAD_MESSAGE
IVS,issue,AWS_IVS_API_ISSUE
IVS,issue,AWS_IVS_CHAT_API_ISSUE
IVS,issue,AWS_IVS_EXISTING_PLAYBACK_ISSUE
IVS,issue,AWS_IVS_LL_EXISTING_STREAM_RECORDING_SEGMENTS_ISSUE
IVS,issue,AWS_IVS_LOW_LATENCY_EXISTING_STREAM_NOTIFICATIONS_ISSUE
IVS,issue,AWS_IVS_LOW_LATENCY_STREAM_START_ISSUE
IVS,issue,AWS_IVS_OPERATIONAL_ISSUE
IVS,accountNotification,AWS_IVS_OPERATIONAL_NOTIFICATION
IVS,issue,AWS_IVS_PLAYBACK_START_ISSUE
IVS,issue,AWS_IVS_RT_API_ISSUE
KAFKA,accountNotification,AWS_KAFKA_CERTIFICATE_UPDATE_EVENT
KAFKA,scheduledChange,AWS_KAFKA_CONNECT_SYSTEM_MAINTENANCE
KAFKA,issue,AWS_KAFKA_CREATE_CLUSTER_API_ISSUE
KAFKA,issue,AWS_KAFKA_DATA_DISK_FULL
KAFKA,issue,AWS_KAFKA_DATA_DISK_FULL_AUTOSCALE_ENABLED
KAFKA,issue,AWS_KAFKA_DATA_DISK_FULL_MAX_CAPACITY
KAFKA,issue,AWS_KAFKA_DATA_DISK_FULL_MAX_CAPACITY_AUTOSCALE_ENABLED
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_60_PERCENT
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_60_PERCENT_AUTOSCALE_ENABLED
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_60_PERCENT_MAX_CAPACITY
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_60_PERCENT_MAX_CAPACITY_AUTOSCALE_ENABLED
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_80_PERCENT
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_80_PERCENT_AUTOSCALE_ENABLED
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_80_PERCENT_MAX_CAPACITY
KAFKA,accountNotification,AWS_KAFKA_DATA_DISK_USAGE_80_PERCENT_MAX_CAPACITY_AUTOSCALE_ENABLED
KAFKA,scheduledChange,AWS_KAFKA_MAINTENANCE_SCHEDULED
KAFKA,issue,AWS_KAFKA_OPERATIONAL_ISSUE
KAFKA,accountNotification,AWS_KAFKA_OPERATIONAL_NOTIFICATION
KAFKA,scheduledChange,AWS_KAFKA_PLANNED_LIFECYCLE_EVENT
KAFKA,accountNotification,AWS_KAFKA_SECURITY_NOTIFICATION
KAFKA,scheduledChange,AWS_KAFKA_SECURITY_PATCHING_EVENT
KENDRA,issue,AWS_KENDRA_OPERATIONAL_ISSUE
KENDRA,accountNotification,AWS_KENDRA_OPERATIONAL_NOTIFICATION
