service,category,code
KENDRA_RANKING,issue,AWS_KENDRA_RANKING_OPERATIONAL_ISSUE
KENDRA_RANKING,accountNotification,AWS_KENDRA_RANKING_OPERATIONAL_NOTIFICATION
KENDRA,accountNotification,AWS_KENDRA_SECURITY_NOTIFICATION
KINESISANALYTICS,issue,AWS_KINESISANALYTICS_API_ISSUE
KINESISANALYTICS,issue,AWS_KINESISANALYTICS_FLINK_INCREASED_PROCESSING_DELAYS
KINESISANALYTICS,issue,AWS_KINESISANALYTICS_OPERATIONAL_ISSUE
KINESISANALYTICS,accountNotification,AWS_KINESISANALYTICS_OPERATIONAL_NOTIFICATION
KINESISANALYTICS,scheduledChange,AWS_KINESISANALYTICS_PLANNED_LIFECYCLE_EVENT
KINESIS,issue,AWS_KINESIS_API_ISSUE
KINESIS,issue,AWS_KINESIS_OPERATIONAL_ISSUE
KINESIS,accountNotification,AWS_KINESIS_OPERATIONAL_NOTIFICATION
KINESIS,scheduledChange,AWS_KINESIS_PLANNED_LIFECYCLE_EVENT
KINESIS,accountNotification,AWS_KINESIS_SECURITY_NOTIFICATION
KINESIS_VIDEO,issue,AWS_KINESIS_VIDEO_OPERATIONAL_ISSUE
KINESIS_VIDEO,accountNotification,AWS_KINESIS_VIDEO_OPERATIONAL_NOTIFICATION
KINESIS_VIDEO,issue,AWS_KINESIS_VIDEO_STREAMS_API_FAULT
KINESIS_VIDEO,issue,AWS_KINESIS_VIDEO_STREAMS_API_LATENCY
KINESIS_VIDEO,issue,AWS_KINESIS_VIDEO_WEBRTC_API_FAULT
KINESIS_VIDEO,issue,AWS_KINESIS_VIDEO_WEBRTC_API_LATENCY
KMS,issue,AWS_KMS_API_ISSUE
KMS,issue,AWS_KMS_OPERATIONAL_ISSUE
KMS,accountNotification,AWS_KMS_OPERATIONAL_NOTIFICATION
KMS,accountNotification,AWS_KMS_SECURITY_NOTIFICATION
LAKEFORMATION,issue,AWS_LAKEFORMATION_OPERATIONAL_ISSUE
LAKEFORMATION,accountNotification,AWS_LAKEFORMATION_OPERATIONAL_NOTIFICATION
MACIE,issue,AWS_MACIE_CONSOLE_ISSUE
MACIE,accountNotification,AWS_MACIE_MEMBER_INVITATION
MACIE,issue,AWS_MACIE_OPERATIONAL_ISSUE
MACIE,accountNotification,AWS_MACIE_OPERATIONAL_NOTIFICATION
MACIE,accountNotification,AWS_MACIE_PAUSED_JOB_CANCELLED_EVENT
MACIE,accountNotification,AWS_MACIE_PAUSED_JOB_EXPIRATION_EVENT
MACIE,accountNotification,AWS_MACIE_PAUSED_JOB_RUN_CANCELLED_EVENT
MACIE,accountNotification,AWS_MACIE_PAUSED_JOB_RUN_EXPIRATION_EVENT
MACIE,accountNotification,AWS_MACIE_QUOTA_REACHED_AUTOMATED_SENSITIVE_DATA_DISCOVERY_FREE_TRIAL
MACIE,issue,AWS_MACIE_SERVICE_ENABLEMENT_FAILURE
MAINFRAME_MODERNIZATION,issue,AWS_MAINFRAME_MODERNIZATION_ENVIRONMENT_CUSTOMER_RESOURCE_UNAVAILABLE
MAINFRAME_MODERNIZATION,issue,AWS_MAINFRAME_MODERNIZATION_OPERATIONAL_ISSUE
MAINFRAME_MODERNIZATION,accountNotification,AWS_MAINFRAME_MODERNIZATION_OPERATIONAL_NOTIFICATION
MANAGEDBLOCKCHAIN,issue,AWS_MANAGEDBLOCKCHAIN_OPERATIONAL_ISSUE
MANAGEDBLOCKCHAIN,accountNotification,AWS_MANAGEDBLOCKCHAIN_OPERATIONAL_NOTIFICATION
MANAGEDBLOCKCHAIN,scheduledChange,AWS_MANAGEDBLOCKCHAIN_PLANNED_LIFECYCLE_EVENT
MANAGEDBLOCKCHAIN,issue,AWS_MANAGEDBLOCKCHAIN_QUERY_API_DATA_ERROR
MANAGEDBLOCKCHAIN,issue,AWS_MANAGEDBLOCKCHAIN_QUERY_API_ISSUE
MANAGEDBLOCKCHAIN,issue,AWS_MANAGEDBLOCKCHAIN_QUERY_API_LATENCY
MANAGEDSERVICES,accountNotification,AWS_MANAGEDSERVICES_CUSTOMER_ENGAGEMENT
MANAGEDSERVICES,scheduledChange,AWS_MANAGEDSERVICES_MAINTENANCE_SCHEDULED
MANAGEDSERVICES,issue,AWS_MANAGEDSERVICES_OPERATIONAL_ISSUE
MANAGEDSERVICES,accountNotification,AWS_MANAGEDSERVICES_OPERATIONAL_NOTIFICATION
MANAGEDSERVICES,accountNotification,AWS_MANAGEDSERVICES_PLANNED_LIFECYCLE_EVENT
MANAGEMENTCONSOLE,issue,AWS_MANAGEMENTCONSOLE_API_ISSUE
MANAGEMENTCONSOLE,issue,AWS_MANAGEMENTCONSOLE_OPERATIONAL_ISSUE
MANAGEMENTCONSOLE,accountNotification,AWS_MANAGEMENTCONSOLE_OPERATIONAL_NOTIFICATION
MANAGEMENTCONSOLE,accountNotification,AWS_MANAGEMENTCONSOLE_SECURITY_NOTIFICATION
MARKETPLACE,issue,AWS_MARKETPLACE_API_ISSUE
MARKETPLACE,issue,AWS_MARKETPLACE_API_LATENCY
MARKETPLACE,accountNotification,AWS_MARKETPLACE_BEDROCK_EULA_UPDATE_NOTIFICATION
MARKETPLACE,accountNotification,AWS_MARKETPLACE_CONTACT_SELLER
MARKETPLACE,accountNotification,AWS_MARKETPLACE_CONTACT_SELLER_OPPORTUNITY_EXPIRED
MARKETPLACE,accountNotification,AWS_MARKETPLACE_NEW_VERSION_NO_VERSION_RESTRICTION_ONGOING_SUPPORT
MARKETPLACE,accountNotification,AWS_MARKETPLACE_NEW_VERSION_OPT_IMPROVEMENTS_VERSION_RESTRICTION_NO_UPGRADE
MARKETPLACE,accountNotification,AWS_MARKETPLACE_NEW_VERSION_OPT_IMPROVEMENTS_VERSION_RESTRICTION_ONGOING_SUPPORT_NO_UPGRADE
MARKETPLACE,issue,AWS_MARKETPLACE_OPERATIONAL_ISSUE
MARKETPLACE,accountNotification,AWS_MARKETPLACE_OPERATIONAL_NOTIFICATION
MARKETPLACE,issue,AWS_MARKETPLACE_REC_SCANS_VULNERABILITY_NOTIFICATION
MARKETPLACE,issue,AWS_MARKETPLACE_REC_SCANS_VULNERABILITY_NOTIFICATION_REMINDER
MARKETPLACE,accountNotification,AWS_MARKETPLACE_RI_DISBURSEMENT_FAILURE_NO_BANK_ACCOUNT
MARKETPLACE,accountNotification,AWS_MARKETPLACE_SAAS_CONTRACT_PRODUCT_SUNSET_END_OF_SUPPORT_REPLACEMENT_PRODUCT
MARKETPLACE,accountNotification,AWS_MARKETPLACE_SAAS_CONTRACT_PRODUCT_SUNSET_ONGOING_SUPPORT_REPLACEMENT_PRODUCT
MARKETPLACE,accountNotification,AWS_MARKETPLACE_SAAS_EULA_UPDATE
MARKETPLACE,accountNotification,AWS_MARKETPLACE_SECURITY_NOTIFICATION
MARKETPLACE,accountNotification,AWS_MARKETPLACE_SERVER_PRODUCTS_TASKS_NOTIFICATION
MEDIACONNECT,scheduledChange,AWS_MEDIACONNECT_FLOW_MAINTENANCE_NOTIFICATION
MEDIACONNECT,issue,AWS_MEDIACONNECT_OPERATIONAL_ISSUE
MEDIACONNECT,accountNotification,AWS_MEDIACONNECT_OPERATIONAL_NOTIFICATION
MEDIACONVERT,accountNotification,AWS_MEDIACONVERT_CUSTOMER_ENGAGEMENT
MEDIACONVERT,issue,AWS_MEDIACONVERT_OPERATIONAL_ISSUE
MEDIACONVERT,accountNotification,AWS_MEDIACONVERT_OPERATIONAL_NOTIFICATION
MEDIACONVERT,accountNotification,AWS_MEDIACONVERT_RTS_AUTO_RENEW
MEDIACONVERT,accountNotification,AWS_MEDIACONVERT_RTS_EXPIRED
MEDIACONVERT,accountNotification,AWS_MEDIACONVERT_RTS_EXPIRING
MEDIACONVERT,accountNotification,AWS_MEDIACONVERT_SECURITY_NOTIFICATION
MEDIALIVE,accountNotification,AWS_MEDIALIVE_MAINTENANCE_EVENT_NOTIFICATION
MEDIALIVE,accountNotification,AWS_MEDIALIVE_MAINTENANCE_FIRST_NOTIFICATION
MEDIALIVE,scheduledChange,AWS_MEDIALIVE_MAINTENANCE_NOTIFICATION
MEDIALIVE,accountNotification,AWS_MEDIALIVE_MAINTENANCE_RESCHEDULE_NOTIFICATION
MEDIALIVE,accountNotification,AWS_MEDIALIVE_MANUAL_MAINTENANCE_NOTIFICATION
MEDIALIVE,accountNotification,AWS_MEDIALIVE_MANUAL_MAINTENANCE_PAST_DUE_NOTIFICATION
MEDIALIVE,issue,AWS_MEDIALIVE_OPERATIONAL_ISSUE
MEDIALIVE,accountNotification,AWS_MEDIALIVE_OPERATIONAL_NOTIFICATION
MEDIAPACKAGE,issue,AWS_MEDIAPACKAGE_EGRESS_ISSUE
MEDIAPACKAGE,issue,AWS_MEDIAPACKAGE_OPERATIONAL_ISSUE
MEDIAPACKAGE,accountNotification,AWS_MEDIAPACKAGE_OPERATIONAL_NOTIFICATION
MEDIAPACKAGE,accountNotification,AWS_MEDIAPACKAGE_SECURITY_NOTIFICATION
MEDIASTORE,issue,AWS_MEDIASTORE_OPERATIONAL_ISSUE
MEDIASTORE,accountNotification,AWS_MEDIASTORE_OPERATIONAL_NOTIFICATION
MEDIASTORE,scheduledChange,AWS_MEDIASTORE_PLANNED_LIFECYCLE_EVENT
MEDIATAILOR,issue,AWS_MEDIATAILOR_OPERATIONAL_ISSUE
MEDIATAILOR,accountNotification,AWS_MEDIATAILOR_OPERATIONAL_NOTIFICATION
MEMORYDB,accountNotification,AWS_MEMORYDB_AFTER_DEADLINE_NOTIFICATION
MEMORYDB,issue,AWS_MEMORYDB_API_ISSUE
ORGANIZATIONS,issue,AWS_ORGANIZATIONS_OPERATIONAL_ISSUE
ORGANIZATIONS,accountNotification,AWS_ORGANIZATIONS_OPERATIONAL_NOTIFICATION
ORGANIZATIONS,accountNotification,AWS_ORGANIZATIONS_SECURITY_NOTIFICATION
OUTPOSTS,scheduledChange,AWS_OUTPOSTS_HARDWARE_REPLACEMENT
OUTPOSTS,scheduledChange,AWS_OUTPOSTS_IMPACTING_UPDATE
OUTPOSTS,accountNotification,AWS_OUTPOSTS_LOCAL_ZONE_NETWORK_MAINTENANCE_NOTIFICATION
OUTPOSTS,scheduledChange,AWS_OUTPOSTS_MAINTENANCE_SCHEDULED
OUTPOSTS,accountNotification,AWS_OUTPOSTS_NETWORK_MAINTENANCE_SCHEDULED
OUTPOSTS,issue,AWS_OUTPOSTS_OPERATIONAL_ISSUE
OUTPOSTS,accountNotification,AWS_OUTPOSTS_OPERATIONAL_NOTIFICATION
OUTPOSTS,issue,AWS_OUTPOSTS_SERVICE_LINK_DOWN
PANORAMA,issue,AWS_PANORAMA_OPERATIONAL_ISSUE
PANORAMA,accountNotification,AWS_PANORAMA_SECURITY_NOTIFICATION
PARTNER-CENTRAL,issue,AWS_PARTNER-CENTRAL_OPERATIONAL_ISSUE
PARTNER-CENTRAL,accountNotification,AWS_PARTNER-CENTRAL_OPERATIONAL_NOTIFICATION
PARTNER-CENTRAL,scheduledChange,AWS_PARTNER-CENTRAL_PLANNED_LIFECYCLE_EVENT
PAYMENTCRYPTOGRAPHY,issue,AWS_PAYMENTCRYPTOGRAPHY_OPERATIONAL_ISSUE
PAYMENTCRYPTOGRAPHY,accountNotification,AWS_PAYMENTCRYPTOGRAPHY_OPERATIONAL_NOTIFICATION
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_CONSOLE_ERRORS
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_CONSOLE_LATENCY
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_CONTROLPLANE_API_FAULT
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_CONTROLPLANE_API_LATENCY
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_DATAPLANE_API_FAULT
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_DATAPLANE_LATENCY
PCA_CONNECTOR_AD,issue,AWS_PCA_CONNECTOR_AD_OPERATIONAL_ISSUE
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_API_FAULT
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_API_LATENCY
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_CERT_API_FAULT
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_CERT_LATENCY
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_CONSOLE_ISSUE
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_CONSOLE_LATENCY
PRIVATECA_CONNECTOR_SCEP,issue,AWS_PRIVATECA_CONNECTOR_SCEP_WORKFLOWS_FAILURE
PRIVATE_5G,issue,AWS_PRIVATE_5G_API_ISSUE
PRIVATE_5G,issue,AWS_PRIVATE_5G_CONSOLE_ISSUE
PRIVATE_5G,issue,AWS_PRIVATE_5G_NETWORK_HEALTH_ISSUE
PRIVATE_5G,issue,AWS_PRIVATE_5G_OPERATIONAL_ISSUE
PRIVATE_5G,issue,AWS_PRIVATE_5G_OPERATIONAL_NOTIFICATION
PROTON,issue,AWS_PROTON_OPERATIONAL_ISSUE
QAPPS,issue,AWS_QAPPS_OPERATIONAL_ISSUE
QAPPS,accountNotification,AWS_QAPPS_OPERATIONAL_NOTIFICATION
QBUSINESS,issue,AWS_QBUSINESS_API_ISSUE
QBUSINESS,issue,AWS_QBUSINESS_OPERATIONAL_ISSUE
QBUSINESS,accountNotification,AWS_QBUSINESS_OPERATIONAL_NOTIFICATION
QBUSINESS,accountNotification,AWS_QBUSINESS_SECURITY_NOTIFICATION
QLDB,issue,AWS_QLDB_OPERATIONAL_ISSUE
QLDB,accountNotification,AWS_QLDB_OPERATIONAL_NOTIFICATION
QLDB,scheduledChange,AWS_QLDB_PLANNED_LIFECYCLE_EVENT
QUICKSIGHT,issue,AWS_QUICKSIGHT_OPERATIONAL_ISSUE
QUICKSIGHT,accountNotification,AWS_QUICKSIGHT_OPERATIONAL_NOTIFICATION
Q,issue,AWS_Q_API_ISSUE
Q,issue,AWS_Q_API_LATENCY
Q,issue,AWS_Q_OPERATIONAL_ISSUE
Q,accountNotification,AWS_Q_OPERATIONAL_NOTIFICATION
Q,scheduledChange,AWS_Q_PLANNED_LIFECYCLE_EVENT
Q,accountNotification,AWS_Q_SECURITY_NOTIFICATION
RAM,issue,AWS_RAM_CONSOLE_ISSUE
RAM,issue,AWS_RAM_OPERATIONAL_ISSUE
RAM,accountNotification,AWS_RAM_OPERATIONAL_NOTIFICATION
RAM,accountNotification,AWS_RAM_SECURITY_NOTIFICATION
RBIN,issue,AWS_RBIN_API_ISSUE
RBIN,issue,AWS_RBIN_OPERATIONAL_ISSUE
RBIN,accountNotification,AWS_RBIN_OPERATIONAL_NOTIFICATION
RBIN,scheduledChange,AWS_RBIN_PLANNED_LIFECYCLE_EVENT
RDS,issue,AWS_RDS_API_ISSUE
RDS,issue,AWS_RDS_AURORA_MYSQL_INCOMPATIBLE_PARAMETERS
RDS,issue,AWS_RDS_AURORA_MYSQL_INCOMPATIBLE_PARAMETER_CHARSET_COLLATION
RDS,issue,AWS_RDS_AURORA_MYSQL_INSTANCE_CRASHING_REPEATEDLY
RDS,issue,AWS_RDS_AURORA_MYSQL_INSTANCE_HEAVY_WORKLOAD
RDS,accountNotification,AWS_RDS_AURORA_MYSQL_PERFORMANCE_SCHEMA_ENABLED
RDS,issue,AWS_RDS_AURORA_MYSQL_T2_CPU_CREDITS
RDS,issue,AWS_RDS_AURORA_MYSQL_T2_CPU_CREDIT_EXHAUSTION
RDS,issue,AWS_RDS_CONNECTIVITY_ISSUE
RDS,accountNotification,AWS_RDS_CUSTOMER_ENGAGEMENT
RDS,accountNotification,AWS_RDS_DATABASE_ACTIVITY_STREAMS_KMS_NOT_ACCESSIBLE
RDS,issue,AWS_RDS_EXPORT_TASK_FAILED
REDSHIFT,issue,AWS_REDSHIFT_OPERATIONAL_ISSUE
REDSHIFT,accountNotification,AWS_REDSHIFT_OPERATIONAL_NOTIFICATION
REDSHIFT,scheduledChange,AWS_REDSHIFT_PLANNED_LIFECYCLE_EVENT
REDSHIFT,accountNotification,AWS_REDSHIFT_SECURITY_NOTIFICATION
REFACTOR_SPACES,issue,AWS_REFACTOR_SPACES_OPERATIONAL_ISSUE
REFACTOR_SPACES,accountNotification,AWS_REFACTOR_SPACES_OPERATIONAL_NOTIFICATION
REKOGNITION,issue,AWS_REKOGNITION_ARCHIVED_VIDEO_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_ARCHIVED_VIDEO_API_LATENCY
REKOGNITION,issue,AWS_REKOGNITION_CUSTOM_LABELS_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_CUSTOM_LABELS_API_LATENCY
REKOGNITION,issue,AWS_REKOGNITION_FACE_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_FACE_API_LATENCY
REKOGNITION,issue,AWS_REKOGNITION_LABELS_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_LABELS_API_LATENCY
REKOGNITION,issue,AWS_REKOGNITION_LIVENESS_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_LIVENESS_API_LATENCY
REKOGNITION,issue,AWS_REKOGNITION_OPERATIONAL_ISSUE
REKOGNITION,accountNotification,AWS_REKOGNITION_OPERATIONAL_NOTIFICATION
REKOGNITION,scheduledChange,AWS_REKOGNITION_PLANNED_LIFECYCLE_EVENT
REKOGNITION,issue,AWS_REKOGNITION_STREAMING_VIDEO_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_STREAMING_VIDEO_API_LATENCY
REKOGNITION,issue,AWS_REKOGNITION_TEXT_API_ISSUE
REKOGNITION,issue,AWS_REKOGNITION_TEXT_API_LATENCY
REPOSTSPACE,issue,AWS_REPOSTSPACE_OPERATIONAL_ISSUE
REPOSTSPACE,accountNotification,AWS_REPOSTSPACE_OPERATIONAL_NOTIFICATION
RESILIENCEHUB,issue,AWS_RESILIENCEHUB_OPERATIONAL_ISSUE
RESILIENCEHUB,accountNotification,AWS_RESILIENCEHUB_OPERATIONAL_NOTIFICATION
RESILIENCEHUB,accountNotification,AWS_RESILIENCEHUB_SECURITY_NOTIFICATION
RESOURCEEXPLORER,issue,AWS_RESOURCEEXPLORER_API_ISSUE
RESOURCEEXPLORER,issue,AWS_RESOURCEEXPLORER_CLOUDTRAIL_EVENT_DELIVERY_FAILURES
RESOURCEEXPLORER,issue,AWS_RESOURCEEXPLORER_CONSOLE_ERRORS
RESOURCEEXPLORER,issue,AWS_RESOURCEEXPLORER_OPERATIONAL_ISSUE
RESOURCEEXPLORER,accountNotification,AWS_RESOURCEEXPLORER_OPERATIONAL_NOTIFICATION
RESOURCEEXPLORER,accountNotification,AWS_RESOURCEEXPLORER_SECURITY_NOTIFICATION
RESOURCE_GROUPS,issue,AWS_RESOURCE_GROUPS_API_ISSUE
RESOURCE_GROUPS,issue,AWS_RESOURCE_GROUPS_API_LATENCY
RESOURCE_GROUPS,issue,AWS_RESOURCE_GROUPS_CONSOLE_ERRORS
RESOURCE_GROUPS,issue,AWS_RESOURCE_GROUPS_GROUP_LIFECYCLE_EVENTS_AVAILABILITY
RESOURCE_GROUPS,issue,AWS_RESOURCE_GROUPS_GROUP_LIFECYCLE_EVENTS_LATENCY
RESOURCE_GROUPS,issue,AWS_RESOURCE_GROUPS_OPERATIONAL_ISSUE
RESOURCE_GROUPS,accountNotification,AWS_RESOURCE_GROUPS_OPERATIONAL_NOTIFICATION
RESOURCE_GROUPS,accountNotification,AWS_RESOURCE_GROUPS_SECURITY_NOTIFICATION
RISK,accountNotification,AWS_RISK_ACCOUNT_CONSOLE_COMPROMISE
RISK,accountNotification,AWS_RISK_BULK_CREDENTIALS_EXPOSURE_SUSPECTED
RISK,issue,AWS_RISK_CREDENTIALS_COMPROMISED
RISK,issue,AWS_RISK_CREDENTIALS_COMPROMISE_SUSPECTED
RISK,issue,AWS_RISK_CREDENTIALS_EXPOSED
RISK,issue,AWS_RISK_CREDENTIALS_EXPOSURE_SUSPECTED
RISK,issue,AWS_RISK_IAM_QUARANTINE
ROBOMAKER,issue,AWS_ROBOMAKER_OPERATIONAL_ISSUE
SERVICEDISCOVERY,issue,AWS_SERVICEDISCOVERY_CONSOLE_INCREASED_LATENCY
SERVICEDISCOVERY,issue,AWS_SERVICEDISCOVERY_DISCOVERINSTANCES_RESPONSE_STALE
SERVICEDISCOVERY,issue,AWS_SERVICEDISCOVERY_INSTANCE_OPERATION_DELAYS
SERVICEDISCOVERY,issue,AWS_SERVICEDISCOVERY_OPERATIONAL_ISSUE
SERVICEDISCOVERY,accountNotification,AWS_SERVICEDISCOVERY_OPERATIONAL_NOTIFICATION
SERVICEDISCOVERY,accountNotification,AWS_SERVICEDISCOVERY_SECURITY_NOTIFICATION
SERVICEQUOTAS,issue,AWS_SERVICEQUOTAS_API_ISSUE
SERVICEQUOTAS,issue,AWS_SERVICEQUOTAS_API_LATENCY
SERVICEQUOTAS,issue,AWS_SERVICEQUOTAS_OPERATIONAL_ISSUE
SERVICEQUOTAS,accountNotification,AWS_SERVICEQUOTAS_OPERATIONAL_NOTIFICATION
SES,issue,AWS_SES_API_ISSUE
SES,issue,AWS_SES_CMF_PENDING_TO_FAILED
SES,accountNotification,AWS_SES_CMF_PENDING_TO_SUCCESS
SES,accountNotification,AWS_SES_CMF_SUCCESS_TO_TEMPORARY_FAILURE
SES,issue,AWS_SES_CMF_TEMPORARY_FAILURE_TO_FAILED
SES,accountNotification,AWS_SES_CMF_TEMPORARY_FAILURE_TO_SUCCESS
SES,accountNotification,AWS_SES_CUSTOMER_ENGAGEMENT
SES,accountNotification,AWS_SES_DEPRECATED_CREDENTIALS_USAGE_SIGV3
SES,accountNotification,AWS_SES_DKIM_FAILED_TO_VERIFIED
SES,issue,AWS_SES_DKIM_PENDING_TO_FAILED
SES,accountNotification,AWS_SES_DKIM_PENDING_TO_VERIFIED
SES,issue,AWS_SES_DKIM_VERIFIED_TO_FAILED
SES,accountNotification,AWS_SES_ENFORCEMENT_HEAL
SES,issue,AWS_SES_ENFORCEMENT_PROBATION
SES,issue,AWS_SES_ENFORCEMENT_SHUTDOWN
SES,issue,AWS_SES_ESM_FIREHOSE_STREAM_ENABLED_TO_DISABLED
SES,issue,AWS_SES_ESM_SNS_TOPIC_ENABLED_TO_DISABLED
SES,accountNotification,AWS_SES_HEAL
SES,issue,AWS_SES_OPERATIONAL_ISSUE
SES,accountNotification,AWS_SES_OPERATIONAL_NOTIFICATION
SES,issue,AWS_SES_PROBATION
SES,accountNotification,AWS_SES_SECURITY_NOTIFICATION
SES,issue,AWS_SES_SHUTDOWN
SES,issue,AWS_SES_SNS_PUBLISH_FAILURE
SES,issue,AWS_SES_VERIFICATION_FAILING
SES,issue,AWS_SES_VERIFICATION_PENDING_TO_FAILED
SES,accountNotification,AWS_SES_VERIFICATION_PENDING_TO_SUCCESS
SHIELD,accountNotification,AWS_SHIELD_ADVANCED_PROTECT_YOUR_RESOURCES
SHIELD,accountNotification,AWS_SHIELD_ADVANCED_SUBSCRIPTION_RENEWAL_COMING_UP
SHIELD,accountNotification,AWS_SHIELD_ADVANCED_SUBSCRIPTION_RENEWED
SHIELD,issue,AWS_SHIELD_INTERNET_TRAFFIC_LIMITATIONS_PLACED_IN_RESPONSE_TO_DDOS_ATTACK
SHIELD,issue,AWS_SHIELD_IS_RESPONDING_TO_A_DDOS_ATTACK_AGAINST_YOUR_AWS_RESOURCES
SHIELD,issue,AWS_SHIELD_OPERATIONAL_ISSUE
SHIELD,accountNotification,AWS_SHIELD_OPERATIONAL_NOTIFICATION
SHIELD,accountNotification,AWS_SHIELD_PROACTIVE_RESPONSE_ENABLED
SHIELD,accountNotification,AWS_SHIELD_PROACTIVE_RESPONSE_ENGAGEMENT
SHIELD,accountNotification,AWS_SHIELD_PROACTIVE_RESPONSE_WHITELISTING_IN_PROGRESS
SHIELD,accountNotification,AWS_SHIELD_SECURITY_NOTIFICATION
SHIELD,accountNotification,AWS_SHIELD_SUBSCRIPTION_EXPIRES_NOTIFICATION
SIGNIN,issue,AWS_SIGNIN_OPERATIONAL_ISSUE
STATES,issue,AWS_STATES_INCREASED_API_ERROR_RATES
STATES,issue,AWS_STATES_INCREASED_API_LATENCIES
STATES,issue,AWS_STATES_INCREASED_CW_EVENTS_DELIVERY_DELAYS
STATES,issue,AWS_STATES_OPERATIONAL_ISSUE
STATES,accountNotification,AWS_STATES_OPERATIONAL_NOTIFICATION
STATES,accountNotification,AWS_STATES_SECURITY_NOTIFICATION
STATES,issue,AWS_STATES_SERVICE_INTEGRATION_API_ISSUE
STATES,issue,AWS_STATES_SERVICE_INTEGRATION_LATENCIES
STATES,issue,AWS_STATES_SYNC_EXPRESS_API_FAULTS
STORAGEGATEWAY,issue,AWS_STORAGEGATEWAY_API_ISSUE
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_CUSTOMER_ENGAGEMENT
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_GATEWAY_VM_DEPRECATED
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_GATEWAY_VM_DEPRECATION
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_HARDWARE_APPLIANCE_GATEWAY_VM_SOFTWARE_DEPRECATION
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_HWA_UPDATE_APPROVAL_REQUIRED
STORAGEGATEWAY,issue,AWS_STORAGEGATEWAY_INCREASED_ERROR_RATES
STORAGEGATEWAY,issue,AWS_STORAGEGATEWAY_OPERATIONAL_ISSUE
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_OPERATIONAL_NOTIFICATION
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_SECURITY_NOTIFICATION
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_SOFTWARE_UPDATE_AVAILABLE
STORAGEGATEWAY,accountNotification,AWS_STORAGEGATEWAY_VM_DEPRECATED
STS,issue,AWS_STS_API_ISSUE
STS,issue,AWS_STS_API_LATENCY
STS,issue,AWS_STS_OPERATIONAL_ISSUE
STS,accountNotification,AWS_STS_OPERATIONAL_NOTIFICATION
TS,issue,AWS_TS_OPERATIONAL_ISSUE
TS,accountNotification,AWS_TS_OPERATIONAL_NOTIFICATION
VERIFIED_ACCESS,issue,AWS_VERIFIED_ACCESS_API_ISSUE
VERIFIED_ACCESS,issue,AWS_VERIFIED_ACCESS_API_LATENCY
VERIFIED_ACCESS,issue,AWS_VERIFIED_ACCESS_OPERATIONAL_ISSUE
VERIFIED_ACCESS,accountNotification,AWS_VERIFIED_ACCESS_OPERATIONAL_NOTIFICATION
VERIFIED_PERMISSIONS,issue,AWS_VERIFIED_PERMISSIONS_OPERATIONAL_ISSUE
VERIFIED_PERMISSIONS,accountNotification,AWS_VERIFIED_PERMISSIONS_OPERATIONAL_NOTIFICATION
VMIMPORTEXPORT,issue,AWS_VMIMPORTEXPORT_API_ISSUE
VMIMPORTEXPORT,issue,AWS_VMIMPORTEXPORT_OPERATIONAL_ISSUE
VMIMPORTEXPORT,accountNotification,AWS_VMIMPORTEXPORT_OPERATIONAL_NOTIFICATION
VPCE_PRIVATELINK,issue,AWS_VPCE_PRIVATELINK_API_ISSUE
VPCE_PRIVATELINK,issue,AWS_VPCE_PRIVATELINK_CONNECTIVITY_ISSUE
VPCE_PRIVATELINK,accountNotification,AWS_VPCE_PRIVATELINK_CUSTOMER_ENGAGEMENT
